Item Type,Brand,Age (Years),Condition,Weight (kg),Material Composition,Battery Included,Visible Damage,Screen Condition,Rust Presence,Wiring Condition,Resale Potential,Scrap Price (₹),Estimated Repair Cost (₹),Final Amount Paid (₹)
Laptop,Acer,3,Partially Working,24.6,Plastic,Yes,No,Missing Parts,No,Damaged Wires,Low,6760.51,3839,2921.51
TV,Panasonic,6,Working,23.8,"Metal, Plastic",No,No,Minor Scratches,Yes,Slightly Worn,High,6118.31,0,6118.31
Laptop,HP,12,Working,36.2,"Metal, Plastic",Yes,Yes,Minor Scratches,Yes,Slightly Worn,Low,4176.2,0,4176.2
Microwave,LG,2,Non-Working,4.1,Plastic,No,No,N/A,No,N/A,Low,1016.4,2971,0.0
Refrigerator,LG,3,Non-Working,38.4,Plastic,No,No,N/A,No,N/A,Medium,11390.63,565,10825.63
Washing Machine,LG,5,Partially Working,26.2,Metal,No,No,N/A,Yes,N/A,High,1950.38,3133,0.0
Microwave,LG,14,Partially Working,7.1,Metal,No,Yes,N/A,Yes,N/A,Medium,893.9,1116,0.0
TV,Panasonic,15,Working,11.7,"Glass, Plastic, Metal",No,No,Cracked,No,Damaged Wires,High,2426.01,0,2426.01
Laptop,Acer,15,Scrap,56.9,"Plastic, Glass",No,Yes,Minor Scratches,No,Intact,Low,9093.42,0,9093.42
Microwave,Panasonic,4,Partially Working,15.8,Plastic,No,Yes,N/A,No,N/A,Low,1169.96,3425,0.0
Refrigerator,Godrej,10,Working,14.1,Plastic,No,Yes,N/A,No,N/A,Medium,1898.77,0,1898.77
AC,Voltas,9,Non-Working,56.5,Metal,No,Yes,N/A,Yes,Damaged Wires,High,5177.84,524,4653.84
Mobile,OnePlus,1,Partially Working,26.7,Metal,No,No,Missing Parts,Yes,N/A,Medium,1943.0,1324,619.0
Printer,HP,9,Working,15.3,"Plastic, Glass",No,No,N/A,No,Slightly Worn,High,1380.65,0,1380.65
Mobile,Vivo,1,Non-Working,17.9,"Glass, Plastic, Metal",No,No,Minor Scratches,No,N/A,High,3215.39,2922,293.3899999999999
Mobile,OnePlus,10,Non-Working,51.8,Plastic,No,No,Missing Parts,No,N/A,Medium,5830.42,3020,2810.42
Mobile,Oppo,10,Scrap,49.2,Metal,Yes,Yes,No Damage,No,N/A,Low,7575.74,0,7575.74
Washing Machine,Bosch,12,Working,21.6,"Glass, Plastic, Metal",No,Yes,N/A,Yes,N/A,Medium,3808.97,0,3808.97
Microwave,Samsung,6,Working,41.1,Plastic,No,Yes,N/A,No,N/A,Medium,12051.99,0,12051.99
AC,LG,15,Working,57.4,Plastic,No,Yes,N/A,No,Damaged Wires,Low,6660.58,0,6660.58
Refrigerator,Godrej,1,Partially Working,39.8,"Plastic, Glass",No,Yes,N/A,No,N/A,High,11708.25,2561,9147.25
Washing Machine,Samsung,5,Partially Working,7.7,Plastic,No,Yes,N/A,No,N/A,Low,1502.12,1575,0.0
AC,Daikin,1,Non-Working,23.9,"Glass, Plastic, Metal",No,No,N/A,Yes,Damaged Wires,Low,2257.64,3587,0.0
Mobile,Oppo,1,Scrap,14.9,"Plastic, Glass",No,Yes,Missing Parts,No,N/A,Low,2553.71,0,2553.71
Laptop,Apple,2,Scrap,21.0,"Metal, Plastic",Yes,Yes,Missing Parts,Yes,Intact,High,5003.44,0,5003.44
AC,LG,1,Working,48.5,"Glass, Plastic, Metal",No,No,N/A,Yes,Damaged Wires,Low,6095.16,0,6095.16
TV,Samsung,14,Working,20.6,Plastic,No,Yes,Cracked,No,Intact,Medium,4186.85,0,4186.85
Washing Machine,IFB,3,Working,50.7,"Glass, Plastic, Metal",No,Yes,N/A,Yes,N/A,High,5169.45,0,5169.45
Printer,Canon,6,Scrap,56.4,"Glass, Plastic, Metal",No,No,N/A,Yes,Slightly Worn,High,11170.44,0,11170.44
Refrigerator,Samsung,11,Non-Working,22.6,Metal,No,No,N/A,Yes,N/A,High,5536.66,810,4726.66
Mobile,Apple,9,Working,28.8,"Metal, Plastic",Yes,No,Cracked,Yes,N/A,High,6440.9,0,6440.9
Refrigerator,Samsung,15,Partially Working,5.0,Plastic,No,No,N/A,No,N/A,Medium,402.61,361,41.610000000000014
Printer,Canon,12,Non-Working,22.8,Plastic,No,Yes,N/A,No,Intact,Medium,2809.69,3800,0.0
Printer,Epson,10,Working,13.1,Plastic,No,Yes,N/A,No,Slightly Worn,High,1887.72,0,1887.72
Refrigerator,Samsung,10,Partially Working,24.7,Plastic,No,Yes,N/A,No,N/A,Medium,1663.11,1948,0.0
Microwave,Panasonic,10,Partially Working,25.8,"Glass, Plastic, Metal",No,No,N/A,No,N/A,High,6294.1,2368,3926.1000000000004
Mobile,Vivo,1,Scrap,14.7,Metal,Yes,No,No Damage,No,N/A,Medium,738.17,0,738.17
AC,Daikin,12,Partially Working,8.0,Plastic,No,Yes,N/A,No,Slightly Worn,Medium,2108.19,1478,630.19
Microwave,Samsung,5,Scrap,54.2,"Plastic, Glass",No,No,N/A,No,N/A,Low,8224.76,0,8224.76
TV,Samsung,6,Working,15.4,Metal,No,Yes,Missing Parts,Yes,Slightly Worn,High,851.67,0,851.67
TV,Sony,7,Working,8.2,"Metal, Plastic",No,Yes,No Damage,No,Intact,High,2044.32,0,2044.32
TV,LG,7,Working,0.8,"Metal, Plastic",No,Yes,Missing Parts,No,Damaged Wires,Low,95.63,0,95.63
Mobile,Oppo,3,Partially Working,1.1,Metal,No,No,Minor Scratches,No,N/A,High,205.97,1088,0.0
Microwave,Samsung,6,Scrap,42.2,Plastic,No,Yes,N/A,No,N/A,Medium,11911.68,0,11911.68
Printer,HP,12,Scrap,17.6,"Metal, Plastic",No,No,N/A,No,Intact,High,5223.33,0,5223.33
Refrigerator,Godrej,5,Non-Working,39.5,"Glass, Plastic, Metal",No,Yes,N/A,Yes,N/A,Medium,4146.0,3572,574.0
Refrigerator,Godrej,11,Working,35.3,Plastic,No,No,N/A,No,N/A,High,6965.59,0,6965.59
Refrigerator,Godrej,14,Scrap,24.6,"Metal, Plastic",No,Yes,N/A,Yes,N/A,Medium,7007.12,0,7007.12
Printer,Epson,5,Partially Working,32.7,Plastic,No,Yes,N/A,No,Damaged Wires,High,6820.61,3154,3666.6099999999997
Microwave,LG,12,Partially Working,40.7,"Plastic, Glass",No,No,N/A,No,N/A,Low,2456.35,1864,592.3499999999999
Washing Machine,IFB,6,Non-Working,36.1,"Glass, Plastic, Metal",No,Yes,N/A,Yes,N/A,High,4914.87,3738,1176.87
Washing Machine,IFB,15,Scrap,46.7,Plastic,No,No,N/A,No,N/A,Medium,7224.32,0,7224.32
Laptop,Dell,11,Working,25.7,"Plastic, Glass",Yes,Yes,Minor Scratches,No,Intact,Low,6116.16,0,6116.16
Microwave,LG,1,Scrap,30.6,Plastic,No,Yes,N/A,No,N/A,Low,1984.33,0,1984.33
Washing Machine,IFB,8,Partially Working,7.6,"Metal, Plastic",No,No,N/A,No,N/A,High,630.24,871,0.0
Laptop,Apple,5,Partially Working,53.7,Plastic,No,No,Cracked,No,Slightly Worn,Low,4787.71,2541,2246.71
Refrigerator,Samsung,11,Non-Working,8.1,Metal,No,No,N/A,No,N/A,Low,1369.79,949,420.78999999999996
Washing Machine,Samsung,12,Working,28.6,Metal,No,No,N/A,No,N/A,Low,4086.59,0,4086.59
Printer,Epson,8,Scrap,11.4,Metal,No,No,N/A,Yes,Damaged Wires,High,2391.74,0,2391.74
Laptop,Acer,11,Partially Working,3.2,Plastic,No,Yes,Missing Parts,No,Slightly Worn,Medium,630.84,1958,0.0
Refrigerator,Godrej,12,Non-Working,52.8,Metal,No,Yes,N/A,Yes,N/A,Medium,14354.76,2788,11566.76
Laptop,Acer,12,Scrap,25.5,"Glass, Plastic, Metal",Yes,Yes,Minor Scratches,No,Intact,Medium,5641.0,0,5641.0
Laptop,Apple,10,Non-Working,39.1,"Metal, Plastic",No,Yes,Missing Parts,No,Slightly Worn,High,10070.83,1371,8699.83
Washing Machine,IFB,9,Partially Working,51.1,Plastic,No,No,N/A,No,N/A,Medium,11867.18,774,11093.18
Microwave,Samsung,11,Scrap,17.9,Metal,No,Yes,N/A,Yes,N/A,High,4158.79,0,4158.79
Printer,Epson,11,Scrap,58.3,"Metal, Plastic",No,Yes,N/A,Yes,Intact,High,14672.29,0,14672.29
Washing Machine,IFB,11,Non-Working,40.5,Plastic,No,Yes,N/A,No,N/A,High,3609.95,2314,1295.9499999999998
Mobile,Vivo,8,Partially Working,41.8,"Metal, Plastic",No,Yes,Missing Parts,No,N/A,Low,5518.35,2328,3190.3500000000004
TV,Sony,8,Working,49.8,"Metal, Plastic",No,No,Missing Parts,No,Slightly Worn,Low,6107.93,0,6107.93
Laptop,Acer,11,Partially Working,15.0,"Glass, Plastic, Metal",Yes,Yes,Minor Scratches,No,Slightly Worn,Low,2254.58,2304,0.0
Microwave,Samsung,6,Working,41.0,"Plastic, Glass",No,Yes,N/A,No,N/A,Low,2101.95,0,2101.95
TV,Samsung,8,Working,33.3,Plastic,No,No,Cracked,No,Intact,Medium,8747.02,0,8747.02
Microwave,Panasonic,15,Working,10.2,Plastic,No,Yes,N/A,No,N/A,Low,3034.42,0,3034.42
TV,Panasonic,6,Scrap,45.1,Metal,No,No,Cracked,No,Slightly Worn,Low,10196.3,0,10196.3
Washing Machine,LG,1,Scrap,41.0,Plastic,No,No,N/A,No,N/A,Medium,2327.22,0,2327.22
Washing Machine,LG,7,Working,48.9,Metal,No,Yes,N/A,Yes,N/A,Low,6059.11,0,6059.11
Microwave,Panasonic,14,Working,6.3,"Metal, Plastic",No,No,N/A,Yes,N/A,High,592.68,0,592.68
Washing Machine,Samsung,1,Working,26.0,"Metal, Plastic",No,No,N/A,Yes,N/A,Medium,1714.96,0,1714.96
AC,Hitachi,11,Non-Working,16.0,"Metal, Plastic",No,Yes,N/A,Yes,Damaged Wires,Medium,1523.57,2331,0.0
Laptop,Apple,1,Working,54.4,Plastic,Yes,Yes,Minor Scratches,No,Damaged Wires,High,4315.16,0,4315.16
Mobile,Vivo,9,Scrap,21.0,"Glass, Plastic, Metal",No,No,Cracked,No,N/A,Medium,5647.29,0,5647.29
Refrigerator,Samsung,15,Working,59.1,Plastic,No,Yes,N/A,No,N/A,Medium,3103.94,0,3103.94
Washing Machine,Bosch,11,Partially Working,18.4,"Plastic, Glass",No,No,N/A,No,N/A,Medium,4451.63,3283,1168.63
Laptop,Lenovo,12,Working,47.6,"Glass, Plastic, Metal",No,Yes,No Damage,Yes,Damaged Wires,High,13327.57,0,13327.57
Refrigerator,LG,15,Working,29.9,"Metal, Plastic",No,Yes,N/A,No,N/A,Low,3606.14,0,3606.14
Microwave,LG,11,Partially Working,49.6,"Glass, Plastic, Metal",No,Yes,N/A,Yes,N/A,Medium,10478.66,1622,8856.66
Washing Machine,IFB,6,Non-Working,28.7,Plastic,No,No,N/A,No,N/A,High,1947.13,704,1243.13
TV,LG,8,Non-Working,0.8,"Plastic, Glass",No,Yes,No Damage,No,Damaged Wires,High,113.93,2411,0.0
Printer,Canon,7,Scrap,26.6,Metal,No,Yes,N/A,No,Intact,High,5541.01,0,5541.01
Refrigerator,LG,3,Partially Working,5.3,"Plastic, Glass",No,No,N/A,No,N/A,High,446.19,2357,0.0
TV,Sony,10,Scrap,53.0,Plastic,No,No,No Damage,No,Intact,Medium,6086.36,0,6086.36
AC,Hitachi,6,Non-Working,44.4,Plastic,No,No,N/A,No,Slightly Worn,High,7665.67,2618,5047.67
Refrigerator,Samsung,13,Working,18.5,Plastic,No,Yes,N/A,No,N/A,Medium,1545.42,0,1545.42
AC,Daikin,15,Scrap,46.3,Metal,No,No,N/A,No,Intact,High,4177.5,0,4177.5
Microwave,Samsung,15,Working,18.4,Plastic,No,Yes,N/A,No,N/A,Medium,3695.7,0,3695.7
Refrigerator,Godrej,9,Partially Working,37.9,"Metal, Plastic",No,No,N/A,No,N/A,High,2499.5,163,2336.5
TV,Sony,15,Partially Working,53.3,Plastic,No,No,Cracked,No,Intact,Medium,8791.88,3597,5194.879999999999
Printer,HP,9,Non-Working,38.0,"Plastic, Glass",No,No,N/A,No,Slightly Worn,Low,10965.77,1829,9136.77
Refrigerator,Whirlpool,12,Working,23.0,"Plastic, Glass",No,No,N/A,No,N/A,High,5322.02,0,5322.02
TV,Panasonic,15,Non-Working,4.1,Plastic,No,No,Cracked,No,Intact,High,1131.28,1580,0.0
Printer,Epson,7,Scrap,49.9,Plastic,No,No,N/A,No,Damaged Wires,Medium,3426.23,0,3426.23
Microwave,LG,14,Non-Working,58.3,"Metal, Plastic",No,Yes,N/A,Yes,N/A,High,5045.52,3025,2020.5200000000004
Microwave,Panasonic,12,Scrap,34.5,Plastic,No,Yes,N/A,No,N/A,Medium,8567.19,0,8567.19
Washing Machine,LG,2,Partially Working,23.1,Plastic,No,No,N/A,No,N/A,High,1350.21,1781,0.0
Laptop,Lenovo,6,Partially Working,5.3,"Metal, Plastic",Yes,No,Minor Scratches,Yes,Damaged Wires,Low,990.36,102,888.36
Washing Machine,LG,4,Scrap,46.1,"Plastic, Glass",No,No,N/A,No,N/A,Low,4316.33,0,4316.33
Laptop,Apple,13,Scrap,5.6,Metal,No,Yes,Missing Parts,Yes,Slightly Worn,Low,716.6,0,716.6
Laptop,Lenovo,6,Working,20.8,"Plastic, Glass",Yes,No,No Damage,No,Intact,Medium,5751.13,0,5751.13
Refrigerator,Samsung,1,Non-Working,56.9,Plastic,No,No,N/A,No,N/A,High,15191.65,1233,13958.65
Refrigerator,LG,4,Partially Working,42.1,Plastic,No,Yes,N/A,No,N/A,Medium,4667.12,1514,3153.12
AC,Hitachi,4,Working,45.7,"Metal, Plastic",No,No,N/A,Yes,Intact,High,12627.03,0,12627.03
Microwave,Samsung,3,Non-Working,2.8,Metal,No,No,N/A,Yes,N/A,Medium,630.15,756,0.0
Laptop,HP,5,Non-Working,16.8,Plastic,Yes,Yes,Cracked,No,Damaged Wires,Medium,1313.81,2022,0.0
Mobile,Oppo,12,Partially Working,16.0,Plastic,Yes,No,Cracked,No,N/A,High,1963.42,883,1080.42
Mobile,Vivo,8,Non-Working,9.9,"Plastic, Glass",Yes,Yes,Minor Scratches,No,N/A,Low,810.77,3362,0.0
TV,LG,10,Working,57.7,Metal,No,Yes,Minor Scratches,No,Damaged Wires,Low,3857.05,0,3857.05
Refrigerator,LG,15,Working,50.2,Metal,No,No,N/A,Yes,N/A,Medium,9197.1,0,9197.1
Washing Machine,LG,6,Non-Working,13.7,Plastic,No,No,N/A,No,N/A,Medium,2988.79,2392,596.79
Printer,HP,13,Non-Working,33.3,"Plastic, Glass",No,Yes,N/A,No,Damaged Wires,Low,2841.11,1652,1189.1100000000001
AC,Daikin,8,Non-Working,57.4,"Metal, Plastic",No,Yes,N/A,No,Slightly Worn,High,3574.94,2271,1303.94
AC,Daikin,2,Working,24.9,Metal,No,No,N/A,Yes,Slightly Worn,Low,4982.27,0,4982.27
Printer,Canon,7,Partially Working,32.9,Plastic,No,No,N/A,No,Intact,Medium,7397.36,190,7207.36
Laptop,Apple,10,Scrap,31.7,Plastic,Yes,Yes,Minor Scratches,No,Intact,Low,6832.33,0,6832.33
Printer,Epson,13,Scrap,31.0,"Metal, Plastic",No,Yes,N/A,No,Intact,Low,2593.35,0,2593.35
AC,Daikin,11,Partially Working,18.1,Metal,No,Yes,N/A,Yes,Intact,Medium,4413.12,3915,498.1199999999999
Microwave,LG,15,Working,40.4,Plastic,No,No,N/A,No,N/A,High,3925.29,0,3925.29
Microwave,LG,14,Non-Working,11.1,Plastic,No,Yes,N/A,No,N/A,High,3137.09,1900,1237.0900000000001
Printer,HP,12,Working,32.6,Plastic,No,Yes,N/A,No,Intact,High,3146.92,0,3146.92
Refrigerator,Samsung,6,Non-Working,45.5,"Metal, Plastic",No,Yes,N/A,Yes,N/A,Medium,9714.33,3101,6613.33
AC,Daikin,15,Non-Working,50.6,"Plastic, Glass",No,Yes,N/A,No,Slightly Worn,Medium,2617.07,3343,0.0
Refrigerator,Whirlpool,9,Scrap,17.0,"Glass, Plastic, Metal",No,No,N/A,Yes,N/A,High,2040.77,0,2040.77
Printer,Epson,13,Working,52.8,Plastic,No,Yes,N/A,No,Slightly Worn,Low,15674.58,0,15674.58
Washing Machine,IFB,2,Non-Working,33.0,"Glass, Plastic, Metal",No,Yes,N/A,Yes,N/A,High,5287.79,2705,2582.79
Mobile,Oppo,15,Scrap,30.1,Plastic,Yes,No,Cracked,No,N/A,Low,1757.19,0,1757.19
Microwave,Panasonic,12,Partially Working,50.3,Plastic,No,Yes,N/A,No,N/A,Medium,12526.08,693,11833.08
Washing Machine,LG,8,Partially Working,17.2,Plastic,No,No,N/A,No,N/A,Low,3999.6,1141,2858.6
Washing Machine,Samsung,14,Working,37.9,Plastic,No,No,N/A,No,N/A,Medium,9037.78,0,9037.78
Refrigerator,LG,8,Partially Working,36.9,"Glass, Plastic, Metal",No,Yes,N/A,No,N/A,High,5841.94,3047,2794.9399999999996
Laptop,Dell,9,Non-Working,41.4,"Metal, Plastic",Yes,No,Minor Scratches,No,Slightly Worn,Low,8591.44,2649,5942.4400000000005
Washing Machine,Samsung,7,Partially Working,42.9,Plastic,No,No,N/A,No,N/A,High,8642.0,3551,5091.0
Microwave,Samsung,7,Scrap,18.3,"Plastic, Glass",No,Yes,N/A,No,N/A,Medium,1288.13,0,1288.13
Refrigerator,Godrej,12,Partially Working,34.1,"Plastic, Glass",No,Yes,N/A,No,N/A,Medium,5429.06,2394,3035.0600000000004
AC,Hitachi,12,Partially Working,46.7,"Metal, Plastic",No,No,N/A,No,Damaged Wires,Medium,13157.38,2836,10321.38
Washing Machine,Bosch,11,Partially Working,31.4,"Plastic, Glass",No,Yes,N/A,No,N/A,High,4795.39,1381,3414.3900000000003
Mobile,Oppo,14,Partially Working,33.9,"Metal, Plastic",Yes,No,Cracked,No,N/A,Low,4004.9,3366,638.9000000000001
Laptop,Acer,11,Partially Working,39.0,Plastic,Yes,No,Minor Scratches,No,Slightly Worn,High,2157.23,2901,0.0
Mobile,Oppo,9,Non-Working,3.3,"Plastic, Glass",Yes,Yes,Missing Parts,No,N/A,Medium,835.47,3204,0.0
Refrigerator,Godrej,5,Non-Working,49.0,"Glass, Plastic, Metal",No,No,N/A,No,N/A,Low,4997.75,1225,3772.75
Mobile,Apple,4,Non-Working,57.7,Plastic,No,Yes,Missing Parts,No,N/A,Medium,5315.78,281,5034.78
AC,LG,1,Working,39.7,Plastic,No,Yes,N/A,No,Damaged Wires,High,4462.22,0,4462.22
TV,Samsung,1,Partially Working,29.4,"Plastic, Glass",No,No,Minor Scratches,No,Intact,Low,2540.6,1004,1536.6
Refrigerator,Samsung,2,Working,5.5,Plastic,No,Yes,N/A,No,N/A,Medium,660.09,0,660.09
Refrigerator,LG,7,Working,10.2,"Plastic, Glass",No,Yes,N/A,No,N/A,Medium,2872.08,0,2872.08
Printer,Epson,8,Partially Working,21.3,Plastic,No,Yes,N/A,No,Damaged Wires,Medium,1844.99,3411,0.0
TV,Samsung,8,Scrap,8.2,Metal,No,Yes,Missing Parts,No,Intact,High,650.21,0,650.21
Mobile,Vivo,4,Partially Working,29.2,Plastic,Yes,Yes,Missing Parts,No,N/A,Medium,1713.83,3558,0.0
AC,Hitachi,4,Working,3.9,Metal,No,Yes,N/A,Yes,Slightly Worn,Medium,872.44,0,872.44
Refrigerator,LG,7,Partially Working,5.2,"Plastic, Glass",No,Yes,N/A,No,N/A,Medium,859.22,2854,0.0
Laptop,Apple,10,Partially Working,49.8,Metal,No,No,Missing Parts,Yes,Slightly Worn,High,4680.92,441,4239.92
Microwave,Panasonic,3,Working,47.7,"Plastic, Glass",No,Yes,N/A,No,N/A,High,10503.34,0,10503.34
Laptop,Apple,6,Working,33.6,Plastic,Yes,No,Minor Scratches,No,Damaged Wires,Medium,5236.03,0,5236.03
AC,LG,6,Partially Working,55.4,"Glass, Plastic, Metal",No,Yes,N/A,No,Damaged Wires,Low,11434.9,3324,8110.9
Washing Machine,IFB,13,Non-Working,38.6,Plastic,No,No,N/A,No,N/A,Medium,4617.12,2315,2302.12
Microwave,Panasonic,9,Partially Working,52.2,"Metal, Plastic",No,Yes,N/A,Yes,N/A,Low,4132.23,2431,1701.2299999999996
Microwave,Samsung,13,Working,15.4,"Plastic, Glass",No,Yes,N/A,No,N/A,Medium,987.68,0,987.68
Mobile,OnePlus,8,Scrap,18.6,Plastic,No,No,Minor Scratches,No,N/A,High,2834.48,0,2834.48
Mobile,Oppo,14,Working,27.7,"Plastic, Glass",Yes,No,No Damage,No,N/A,Low,3392.92,0,3392.92
Refrigerator,Whirlpool,5,Non-Working,4.5,Plastic,No,No,N/A,No,N/A,Low,368.64,466,0.0
Laptop,Lenovo,2,Non-Working,52.3,"Glass, Plastic, Metal",Yes,Yes,No Damage,No,Damaged Wires,Low,14398.3,1324,13074.3
TV,LG,13,Working,55.4,"Plastic, Glass",No,Yes,Minor Scratches,No,Intact,Low,9418.53,0,9418.53
TV,Samsung,12,Working,42.8,"Metal, Plastic",No,No,No Damage,Yes,Damaged Wires,Medium,5124.14,0,5124.14
Refrigerator,LG,14,Partially Working,12.3,"Glass, Plastic, Metal",No,Yes,N/A,Yes,N/A,High,1704.97,3469,0.0
TV,Sony,14,Working,31.2,Metal,No,No,Cracked,Yes,Slightly Worn,High,1659.93,0,1659.93
TV,Panasonic,14,Non-Working,39.6,"Metal, Plastic",No,No,Minor Scratches,Yes,Slightly Worn,Medium,11138.91,2777,8361.91
AC,Hitachi,5,Non-Working,8.8,Plastic,No,No,N/A,No,Intact,High,967.62,886,81.62
Mobile,Samsung,4,Working,10.1,"Glass, Plastic, Metal",Yes,Yes,Cracked,No,N/A,Medium,3003.43,0,3003.43
Laptop,HP,3,Non-Working,26.0,"Glass, Plastic, Metal",Yes,No,Missing Parts,No,Intact,High,2017.16,3507,0.0
TV,LG,8,Scrap,9.8,Plastic,No,Yes,Missing Parts,No,Slightly Worn,Medium,2474.29,0,2474.29
Refrigerator,Godrej,13,Working,17.7,"Plastic, Glass",No,No,N/A,No,N/A,Low,1167.37,0,1167.37
Printer,Epson,4,Partially Working,50.9,Plastic,No,No,N/A,No,Slightly Worn,Medium,2650.21,2433,217.21000000000004
Mobile,Samsung,13,Working,39.1,"Metal, Plastic",Yes,No,Minor Scratches,No,N/A,Low,4165.98,0,4165.98
Washing Machine,LG,6,Working,18.5,Plastic,No,No,N/A,No,N/A,Low,1682.29,0,1682.29
AC,Hitachi,4,Working,15.0,Plastic,No,No,N/A,No,Intact,Medium,4067.69,0,4067.69
Laptop,HP,6,Scrap,22.5,Plastic,No,Yes,No Damage,No,Intact,Low,2878.98,0,2878.98
Printer,Canon,10,Partially Working,55.5,Metal,No,No,N/A,Yes,Slightly Worn,High,15840.73,3194,12646.73
Mobile,Vivo,15,Non-Working,38.0,"Metal, Plastic",No,Yes,No Damage,Yes,N/A,Medium,9269.72,723,8546.72
Microwave,Panasonic,14,Scrap,34.0,"Plastic, Glass",No,No,N/A,No,N/A,Low,9960.76,0,9960.76
Mobile,OnePlus,4,Working,31.6,"Glass, Plastic, Metal",Yes,No,No Damage,Yes,N/A,Medium,6807.98,0,6807.98
Microwave,Samsung,4,Partially Working,22.0,"Glass, Plastic, Metal",No,Yes,N/A,Yes,N/A,Medium,4131.52,1594,2537.5200000000004
Mobile,OnePlus,12,Partially Working,33.1,"Glass, Plastic, Metal",Yes,Yes,No Damage,Yes,N/A,High,5798.79,3949,1849.79
TV,Samsung,12,Partially Working,25.7,"Metal, Plastic",No,Yes,Minor Scratches,No,Slightly Worn,Low,6487.37,2917,3570.37
TV,Samsung,9,Non-Working,1.3,"Glass, Plastic, Metal",No,Yes,Cracked,Yes,Slightly Worn,High,312.59,879,0.0
AC,Hitachi,1,Working,12.5,"Plastic, Glass",No,No,N/A,No,Slightly Worn,Low,2158.5,0,2158.5
AC,Voltas,11,Working,34.9,Metal,No,No,N/A,No,Intact,High,6472.38,0,6472.38
Mobile,Apple,8,Non-Working,31.1,Plastic,No,No,Missing Parts,No,N/A,Low,6771.53,2751,4020.5299999999997
TV,Samsung,13,Scrap,57.9,"Plastic, Glass",No,Yes,Cracked,No,Slightly Worn,Low,10370.26,0,10370.26
Laptop,Acer,4,Non-Working,20.8,Plastic,Yes,No,Minor Scratches,No,Damaged Wires,Medium,4293.98,3448,845.9799999999996
Printer,Epson,8,Working,16.3,"Metal, Plastic",No,Yes,N/A,No,Slightly Worn,High,1502.71,0,1502.71
Mobile,Samsung,11,Working,15.5,Plastic,Yes,No,No Damage,No,N/A,Low,2240.38,0,2240.38
Printer,Canon,6,Working,45.5,"Metal, Plastic",No,Yes,N/A,Yes,Intact,Medium,3077.36,0,3077.36
Mobile,Samsung,7,Working,20.7,"Metal, Plastic",Yes,No,Missing Parts,Yes,N/A,Medium,1902.15,0,1902.15
AC,Voltas,3,Non-Working,37.8,"Glass, Plastic, Metal",No,No,N/A,Yes,Damaged Wires,Medium,9430.57,2766,6664.57
Printer,Epson,9,Working,19.2,Metal,No,Yes,N/A,No,Intact,Low,1564.07,0,1564.07
Mobile,Oppo,12,Non-Working,34.5,Plastic,Yes,Yes,Missing Parts,No,N/A,Low,6125.39,3214,2911.3900000000003
Refrigerator,Whirlpool,7,Scrap,52.1,Plastic,No,No,N/A,No,N/A,High,14280.87,0,14280.87
Refrigerator,Samsung,9,Partially Working,6.8,"Glass, Plastic, Metal",No,Yes,N/A,No,N/A,Medium,1151.53,1213,0.0
Refrigerator,Samsung,15,Non-Working,12.6,Metal,No,Yes,N/A,No,N/A,Medium,3374.37,3672,0.0
TV,LG,6,Partially Working,42.4,Metal,No,No,Missing Parts,Yes,Slightly Worn,High,3331.66,2936,395.65999999999985
AC,Voltas,15,Working,50.4,"Glass, Plastic, Metal",No,No,N/A,No,Intact,Medium,12220.14,0,12220.14
Refrigerator,Samsung,14,Partially Working,13.8,Plastic,No,Yes,N/A,No,N/A,High,1913.02,528,1385.02
Laptop,Dell,2,Working,13.3,Metal,No,Yes,Cracked,No,Slightly Worn,High,1393.59,0,1393.59
Mobile,OnePlus,15,Partially Working,17.8,Plastic,No,Yes,No Damage,No,N/A,Medium,997.09,3440,0.0
AC,Hitachi,6,Partially Working,24.7,"Glass, Plastic, Metal",No,Yes,N/A,No,Damaged Wires,High,5424.5,1367,4057.5
TV,LG,13,Working,26.2,"Plastic, Glass",No,No,Cracked,No,Intact,Low,2836.96,0,2836.96
Printer,Epson,9,Scrap,7.3,Plastic,No,No,N/A,No,Damaged Wires,Low,1546.2,0,1546.2
Washing Machine,LG,2,Scrap,38.1,Metal,No,No,N/A,Yes,N/A,Low,8195.61,0,8195.61
Laptop,Acer,10,Partially Working,26.0,Metal,Yes,No,Missing Parts,Yes,Intact,Medium,4372.37,3784,588.3699999999999
Refrigerator,Whirlpool,3,Working,56.0,"Metal, Plastic",No,No,N/A,Yes,N/A,High,4191.36,0,4191.36
AC,LG,2,Non-Working,2.7,"Glass, Plastic, Metal",No,No,N/A,Yes,Damaged Wires,High,445.72,1660,0.0
Refrigerator,Whirlpool,2,Partially Working,21.7,"Plastic, Glass",No,No,N/A,No,N/A,High,5963.63,976,4987.63
Refrigerator,Godrej,2,Working,58.4,Metal,No,Yes,N/A,Yes,N/A,Medium,7487.0,0,7487.0
Washing Machine,Bosch,1,Scrap,17.4,Plastic,No,No,N/A,No,N/A,High,3605.84,0,3605.84
Mobile,Vivo,12,Partially Working,6.0,"Glass, Plastic, Metal",Yes,No,Minor Scratches,Yes,N/A,Low,1282.2,2775,0.0
Printer,Canon,10,Partially Working,50.0,Metal,No,No,N/A,No,Intact,Low,3281.67,1957,1324.67
Washing Machine,LG,9,Working,35.9,Metal,No,Yes,N/A,Yes,N/A,Medium,9074.58,0,9074.58
